Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
cap-light-300-lumens-clip-on-led-head-torch,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3c98a5f3-1f7c-4193-a440-522a3cccc97a.jpg?v=1782034743,2,,,,,
cap-light-300-lumens-clip-on-led-head-torch,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/b28f4529-8db8-40dc-8659-119966002445.jpg?v=1782034743,3,,,,,
cap-light-300-lumens-clip-on-led-head-torch,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/8bd0770f-e905-4dce-babb-463c654b5ca7.jpg?v=1782034743,4,,,,,
cap-light-300-lumens-clip-on-led-head-torch,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/73bf2249-b33c-4f67-8b3a-ae306dee4c8f.jpg?v=1782034743,5,,,,,
water-shoes-quick-drying-for-stream-beach,Water Shoes – Quick-Drying for Stream & Beach,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Shoes you can wear both in and out of the water</h2>
<p>Ordinary shoes get heavy and soaked at the stream and the beach. Going barefoot, it's easy to slip or hurt your foot on sharp stones.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/3f2c1992-1070-40e2-b18a-a81735950a92.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Water shoes""></p>
<h3 style=""font-size:19px;"">Lightweight, non-slip and quick-drying</h3>
<p>These water shoes dry quickly and have a non-slip sole that gives good grip on wet rocks. They're lightweight and breathable, so they feel comfortable all day long.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/12fea254-5aec-4a55-b234-eb11899a4585.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Water shoes detail""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Quick-drying and breathable</li>
<li>Non-slip sole with good grip</li>
<li>Protects your feet from sharp stones</li>
<li>Lightweight to pack and carry</li>
<li>Great for streams, beaches, kayaking and hiking</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/4c6d1b0b-5515-4a19-b94c-11730d7b2e2a.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Water shoes pair""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day money-back guarantee.</strong> Not completely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Shoes,"Camping, Outdoor, Shoes, Beach, Water Shoes",FALSE,Size,40.5,Colour,Black Pink,,,BEAVER-CAMP-075-1,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3f2c1992-1070-40e2-b18a-a81735950a92.jpg?v=1782034796,1,Water shoes,FALSE,Quick-Drying Water Shoes for Stream & Beach,"Lightweight, non-slip water shoes with a quick-drying design. Great grip on wet rocks for streams, beaches and kayaking.",draft
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,40.5,Colour,Blue,,,BEAVER-CAMP-075-2,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,40.5,Colour,Light Grey,,,BEAVER-CAMP-075-3,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,41.5,Colour,Black Pink,,,BEAVER-CAMP-075-4,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,41.5,Colour,Blue,,,BEAVER-CAMP-075-5,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,41.5,Colour,Light Grey,,,BEAVER-CAMP-075-6,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,42.5,Colour,Black Pink,,,BEAVER-CAMP-075-7,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,42.5,Colour,Blue,,,BEAVER-CAMP-075-8,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,42.5,Colour,Light Grey,,,BEAVER-CAMP-075-9,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,43.5,Colour,Black Pink,,,BEAVER-CAMP-075-10,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,43.5,Colour,Blue,,,BEAVER-CAMP-075-11,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,43.5,Colour,Light Grey,,,BEAVER-CAMP-075-12,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,44.5,Colour,Black Pink,,,BEAVER-CAMP-075-13,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,44.5,Colour,Blue,,,BEAVER-CAMP-075-14,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,44.5,Colour,Light Grey,,,BEAVER-CAMP-075-15,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,45.5,Colour,Black Pink,,,BEAVER-CAMP-075-16,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,45.5,Colour,Blue,,,BEAVER-CAMP-075-17,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,Size,45.5,Colour,Light Grey,,,BEAVER-CAMP-075-18,shopify,19,continue,manual,42.99,53.99,TRUE,TRUE,,,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/12fea254-5aec-4a55-b234-eb11899a4585.jpg?v=1782034796,2,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/4c6d1b0b-5515-4a19-b94c-11730d7b2e2a.jpg?v=1782034796,3,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3a1ab95a-070a-41cb-aa76-1ddde58dfb2d.jpg?v=1782034796,4,,,,,
water-shoes-quick-drying-for-stream-beach,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/cf66315c-16ca-4270-a333-4c3d7fafd20c.jpg?v=1782034795,5,,,,,
tactical-chest-bag-adjustable-with-multiple-pockets,Tactical Chest Bag – Adjustable with Multiple Pockets,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Carry everything you need – quick to access</h2>
<p>On a hike or during training, you want your phone, keys and small items close by. A regular bag swings around and has to be taken off to get to anything.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/579d2c83-4d5f-4e49-aee8-32bf77a57f86.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Tactical chest bag""></p>
<h3 style=""font-size:19px;"">Secure fit and plenty of pockets</h3>
<p>This tactical chest bag sits securely with adjustable straps and has several zipped pockets. Everything stays in place even when you're moving fast.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/fa05e13c-ddbf-4e0e-9c5c-b2a55dabbd28.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Chest bag detail""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Several zipped pockets</li>
<li>Adjustable straps for a secure fit</li>
<li>Safe pocket for valuables</li>
<li>Smart and practical black design</li>
<li>Great for running, hiking and everyday use</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/26815a57-da3d-4f88-b8f8-e7d2ca466126.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Chest bag pockets""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day money-back guarantee.</strong> Not completely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Bags,"Chest Bag, Camping, Outdoor, Tactical, Bag",FALSE,Title,Default Title,,,,,BEAVER-CAMP-076,shopify,17,continue,manual,30.99,37.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/579d2c83-4d5f-4e49-aee8-32bf77a57f86.jpg?v=1782034845,1,Tactical chest bag,FALSE,"Tactical Chest Bag – Adjustable, Multiple Pockets","Adjustable tactical chest bag with multiple zipped pockets for phone, keys and essentials. Secure fit for running and hiking.",draft
tactical-chest-bag-adjustable-with-multiple-pockets,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fa05e13c-ddbf-4e0e-9c5c-b2a55dabbd28.jpg?v=1782034846,2,,,,,
tactical-chest-bag-adjustable-with-multiple-pockets,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/26815a57-da3d-4f88-b8f8-e7d2ca466126.jpg?v=1782034845,3,,,,,
tactical-chest-bag-adjustable-with-multiple-pockets,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/aa070315-523c-48e1-905a-580b6b831a92.jpg?v=1782034846,4,,,,,
tactical-chest-bag-adjustable-with-multiple-pockets,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/3348ea2e-1b9f-45da-bdcd-c03c2c6f4da7.jpg?v=1782034847,5,,,,,
breathable-trainers-lightweight-hiking-shoes,Breathable Trainers – Lightweight Hiking Shoes,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Comfortable shoes for long days on your feet</h2>
<p>Heavy, hot shoes make your feet tired and sweaty. For hiking and everyday wear, you want shoes that breathe and give support.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/95b35a76-000a-4abc-9a3e-9a18b02a35b1.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Breathable trainers""></p>
<h3 style=""font-size:19px;"">Lightweight with a cushioned sole</h3>
<p>These trainers are made from breathable material and have a cushioned EVA sole. They feel light on the foot and comfortable to wear all day long.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/2b4ae4b8-adc9-4702-b4f1-c8c028e8ebf0.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Trainers detail""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Breathable material</li>
<li>Cushioned EVA sole</li>
<li>Light on the foot</li>
<li>Great for hiking, running and everyday wear</li>
<li>Comfortable all year round</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/191b6e96-a7cd-4214-a79e-c2017cda8295.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Pair of trainers""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day money-back guarantee.</strong> Not completely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Shoes,"Camping, Outdoor, Shoes, Trainers, Hiking",FALSE,Size,40,Colour,Black,,,BEAVER-CAMP-077-1,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/95b35a76-000a-4abc-9a3e-9a18b02a35b1.jpg?v=1782034894,1,Breathable trainers,FALSE,Breathable Trainers – Lightweight Hiking Shoes,"Lightweight, breathable trainers with a cushioned EVA sole. Comfortable all day for hiking, running and everyday wear.",draft
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,40,Colour,Green,,,BEAVER-CAMP-077-2,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,40,Colour,Light Grey,,,BEAVER-CAMP-077-3,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,41,Colour,Black,,,BEAVER-CAMP-077-4,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,41,Colour,Green,,,BEAVER-CAMP-077-5,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,41,Colour,Light Grey,,,BEAVER-CAMP-077-6,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,42,Colour,Black,,,BEAVER-CAMP-077-7,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,42,Colour,Green,,,BEAVER-CAMP-077-8,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,42,Colour,Light Grey,,,BEAVER-CAMP-077-9,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,43,Colour,Black,,,BEAVER-CAMP-077-10,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,43,Colour,Green,,,BEAVER-CAMP-077-11,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,43,Colour,Light Grey,,,BEAVER-CAMP-077-12,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,45,Colour,Black,,,BEAVER-CAMP-077-13,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,45,Colour,Green,,,BEAVER-CAMP-077-14,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,45,Colour,Light Grey,,,BEAVER-CAMP-077-15,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,46,Colour,Black,,,BEAVER-CAMP-077-16,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,46,Colour,Green,,,BEAVER-CAMP-077-17,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,Size,46,Colour,Light Grey,,,BEAVER-CAMP-077-18,shopify,19,continue,manual,26.99,33.99,TRUE,TRUE,,,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/2b4ae4b8-adc9-4702-b4f1-c8c028e8ebf0.jpg?v=1782034894,2,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/191b6e96-a7cd-4214-a79e-c2017cda8295.jpg?v=1782034894,3,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/730e3c98-e67e-4d12-95ac-6a24be041885.jpg?v=1782034894,4,,,,,
breathable-trainers-lightweight-hiking-shoes,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/c9d7bfff-d25b-4ffa-9044-56a812763a0c.jpg?v=1782034894,5,,,,,
emergency-rain-jacket-lightweight-packable-rain-cover,Emergency Rain Jacket – Lightweight & Packable Rain Cover,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Never be caught out by the rain again</h2>
<p>The weather can turn quickly on a hike or at a festival. Without rain protection, you can be soaked through and chilled within minutes.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/76a6dbbc-90bf-49e2-9f8f-dfb3acae73c8.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Emergency rain jacket""></p>
<h3 style=""font-size:19px;"">Light enough to always carry with you</h3>
<p>This rain jacket weighs next to nothing and fits in your pocket or rucksack. When the rain starts, just pull it out and stay dry straight away.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/ae14ba11-d5b1-4b01-bf07-436e9e865e0c.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Rain jacket in use""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Lightweight and packable – fits in your pocket</li>
<li>Waterproof material</li>
<li>Great as emergency gear in your rucksack</li>
<li>For hiking, festivals and camping</li>
<li>Supplied as a multi-pack</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/fba74a34-91ea-47e4-a31b-4ddcd484b943.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Rain jacket detail""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day money-back guarantee.</strong> Not completely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Outdoor,"Camping, Outdoor, Emergency Gear, Rain Jacket, Hiking",FALSE,Title,Default Title,,,,,BEAVER-CAMP-078,shopify,19,continue,manual,14.99,18.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/76a6dbbc-90bf-49e2-9f8f-dfb3acae73c8.jpg?v=1782034944,1,Emergency rain jacket,FALSE,Emergency Rain Jacket – Lightweight & Packable,"Ultra-light, packable rain jacket that fits in your pocket. Waterproof emergency protection for hiking, festivals and camping.",draft
emergency-rain-jacket-lightweight-packable-rain-cover,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ae14ba11-d5b1-4b01-bf07-436e9e865e0c.jpg?v=1782034944,2,,,,,
emergency-rain-jacket-lightweight-packable-rain-cover,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/fba74a34-91ea-47e4-a31b-4ddcd484b943.jpg?v=1782034944,3,,,,,
emergency-rain-jacket-lightweight-packable-rain-cover,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6bff47e4-db5c-4848-aa7c-3d37fe62e2d0.jpg?v=1782034943,4,,,,,
emergency-rain-jacket-lightweight-packable-rain-cover,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/38f160d1-26c7-4de6-95c3-b8eb0abd1d24.jpg?v=1782034943,5,,,,,
hiking-backpack-1000d-25-50l-hard-wearing,Hiking Backpack 1000D – 25–50L Hard-Wearing,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">A backpack built for tough trips</h2>
<p>A cheap backpack easily fails at the seams and zips when loaded heavily. Out in the wild, that's the last thing you want to happen.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/513d640f-f9b9-4f78-b581-add0563f4104.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Hiking backpack 1000D""></p>
<h3 style=""font-size:19px;"">Heavy-duty 1000D nylon</h3>
<p>This backpack is made from hard-wearing 1000D nylon and holds between 25 and 50 litres. It has several compartments and sits comfortably even when fully loaded.</p>
<p><img src=""https://img.kwcdn.com/product/open/2024-07-28/1722169228508-f8051414febf4538acdb2293931d7902-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Backpack detail""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Hard-wearing 1000D nylon</li>
<li>Holds 25–50 litres</li>
<li>Several compartments for good organisation</li>
<li>Comfortable, adjustable shoulder straps</li>
<li>For hiking, camping, fishing and hunting</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/open/2024-07-28/1722169229176-0ee88b7fe9d74db99fb58dd5b4e5d93e-goods.jpeg"" style=""max-width:100%;border-radius:10px;"" alt=""Backpack compartments""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day money-back guarantee.</strong> Not completely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Bags,"Camping, Outdoor, Backpack, Hiking, Bag",FALSE,Title,Default Title,,,,,BEAVER-CAMP-079,shopify,19,continue,manual,39.99,49.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/513d640f-f9b9-4f78-b581-add0563f4104.jpg?v=1782034998,1,Hiking backpack 1000D,FALSE,Hiking Backpack 1000D – 25-50L Hard-Wearing,"Hard-wearing 1000D nylon hiking backpack, 25-50L capacity. Multiple compartments and adjustable straps for tough trips.",draft
hiking-backpack-1000d-25-50l-hard-wearing,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1722169228508-f8051414febf4538acdb2293931d7902-goods.jpg?v=1782034998,2,,,,,
hiking-backpack-1000d-25-50l-hard-wearing,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1722169229176-0ee88b7fe9d74db99fb58dd5b4e5d93e-goods.jpg?v=1782034998,3,,,,,
hiking-backpack-1000d-25-50l-hard-wearing,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1722169223088-5ca0df3d233e48ec8423c4dddbf7447b-goods.jpg?v=1782034998,4,,,,,
hiking-backpack-1000d-25-50l-hard-wearing,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/1722169234138-453297feea7c47b985d741ed5a671fbc-goods.jpg?v=1782034998,5,,,,,
solar-cob-light-portable-with-usb-charging,Solar COB Light – Portable with USB Charging,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Light when you need it – even off-grid</h2>
<p>During a power cut or far out in nature, batteries easily run flat. Then you're left with no light exactly when you need it most.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/bbc7c63f-8e55-48de-879f-19347807be54.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Solar COB light""></p>
<h3 style=""font-size:19px;"">Charges from the sun or via USB</h3>
<p>This light can be charged using either solar panels or USB. It gives off bright COB light and can even charge your phone in an emergency.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/23c689f2-c028-4942-a73d-e7899af014eb.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Solar light in use""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Charges via solar panels or USB</li>
<li>Bright COB light</li>
<li>Can charge your phone in an emergency</li>
<li>Foldable and easy to hang up</li>
<li>Great for camping, fishing and power cuts</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/ee641a36-2c33-49e5-81ad-9d3b1d9da32a.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Solar light detail""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day money-back guarantee.</strong> Not completely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Camping,"Lighting, Camping, Outdoor, Emergency Gear, Solar",FALSE,Title,Default Title,,,,,BEAVER-CAMP-080,shopify,19,continue,manual,20.99,23.99,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/bbc7c63f-8e55-48de-879f-19347807be54.jpg?v=1782035049,1,Solar COB light,FALSE,Solar COB Light – Portable USB Rechargeable,"Portable solar and USB-rechargeable COB light with phone-charging function. Ideal for camping, fishing and power cuts.",draft
solar-cob-light-portable-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/23c689f2-c028-4942-a73d-e7899af014eb.jpg?v=1782035049,2,,,,,
solar-cob-light-portable-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/ee641a36-2c33-49e5-81ad-9d3b1d9da32a.jpg?v=1782035049,3,,,,,
solar-cob-light-portable-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/6dcdafdb-fbfd-4d35-9a03-9261c46ba208.jpg?v=1782035049,4,,,,,
solar-cob-light-portable-with-usb-charging,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/d47f2efd-a31c-4516-a909-a9e8d736a59b.jpg?v=1782035049,5,,,,,
flame-retardant-bbq-mat-protects-ground-decking,Flame-Retardant BBQ Mat – Protects Ground & Decking,"<div style=""max-width:720px;margin:0 auto;font-family:sans-serif;line-height:1.6;color:#1a1a1a;"">
<h2 style=""font-size:22px;"">Grill with confidence – no scorch marks</h2>
<p>Sparks and grease from the barbecue easily leave unsightly marks on decking, grass and patios. Scorch marks in decking are hard to remove.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/5fbe279c-bef6-4431-8ebb-09d383d4b3ab.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""Flame-retardant BBQ mat""></p>
<h3 style=""font-size:19px;"">A protective mat under the barbecue</h3>
<p>This BBQ mat is made from flame-retardant fibreglass material that withstands high heat. It protects the surface beneath from sparks and grease and can be used again and again.</p>
<p><img src=""https://img.kwcdn.com/product/fancy/f2ebe382-1f20-4c90-986f-b8f33f1808e4.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""BBQ mat in use""></p>
<h3 style=""font-size:19px;"">Features</h3>
<ul>
<li>Flame-retardant fibreglass material</li>
<li>Withstands high heat</li>
<li>Protects decking, grass and patios</li>
<li>Reusable and easy to roll up</li>
<li>Great for barbecues, fire pits and picnics</li>
</ul>
<p><img src=""https://img.kwcdn.com/product/fancy/b5794dfb-7ce1-48e6-9729-807171f15f8f.jpg"" style=""max-width:100%;border-radius:10px;"" alt=""BBQ mat detail""></p>
<p style=""background:#f3f7f3;padding:14px 18px;border-radius:10px;""><strong>30-day money-back guarantee.</strong> Not completely satisfied? Get in touch within 30 days and we'll sort it out – no hassle.</p>
</div>",BeaverShop,Camping,"Fire Safety, Camping, BBQ, Garden, Outdoors",FALSE,Title,Default Title,,,,,BEAVER-CAMP-081,shopify,19,continue,manual,16.99,,TRUE,TRUE,https://cdn.shopify.com/s/files/1/1013/0322/2621/files/5fbe279c-bef6-4431-8ebb-09d383d4b3ab.jpg?v=1782035100,1,Flame-retardant BBQ mat,FALSE,Flame-Retardant BBQ Mat – Protects Decking,"Reusable flame-retardant fibreglass BBQ mat that protects decking, grass and patios from sparks and grease.",draft
